"species","ind","altura","d1","raio","ar","arp","prot","volume","biov","biomassa"
"cpseudoungerianus",16,63,114.34,57.17,10267.12,10267.12,100,391348.0646,391348.0646,0.044222331
"cpseudoungerianus",17,80,186.2,93.1,27230.26,27230.26,100,1690081.534,1690081.534,0.190979213
"cpseudoungerianus",18,68,149.48,74.74,17549.5,11681.64,66.56394769,874415.5944,582045.5388,0.065771146
"cpseudoungerianus",19,40,103.51,51.76,8415.74,8415.74,100,290345.8029,290345.8029,0.032809076
"cpseudoungerianus",20,62,140.17,70.09,15432.19,8729.05,56.56390959,720997.6459,407824.4566,0.046084164
"cpseudoungerianus",21,80,180.25,90.13,25518.97,25518.97,100,1533184.595,1533184.595,0.173249859
"cpseudoungerianus",22,56,118.7,59.35,11065.99,11065.99,100,437845.3921,437845.3921,0.049476529
"cpseudoungerianus",23,98,192.22,96.11,29019.09,29019.09,100,1859363.689,1859363.689,0.210108097
"cpseudoungerianus",24,68,188.6,94.2,27936.15,9669.21,34.61182017,1756279.742,607880.3859,0.068690484
"cpseudoungerianus",25,76,162,81,20612.6,15422.4,74.82025557,1113047.428,832784.9301,0.094104697
"cpseudoungerianus",26,36,119.65,59.82,11242.97,5732.87,50.99070797,448442.4696,228663.9901,0.025839031
"cpseudoungerianus",27,99,188.92,94.46,28032.06,28032.06,100,1765234.625,1765234.625,0.199471513
"cpseudoungerianus",28,69,129.72,64.86,13215.73,13215.73,100,571464.75,571464.75,0.064575517
"cpseudoungerianus",29,66,158.07,79.04,19625.21,11547.9,58.8421729,1033991.543,608423.0913,0.068751809
"cpseudoungerianus",30,72,141.38,70.69,15698.69,15698.69,100,739831.0575,739831.0575,0.083600909
"cpseudoungerianus",31,59,118.01,59.01,10938.44,8689.11,79.43646443,430254.1399,341778.6768,0.03862099
"cpseudoungerianus",32,72,175.18,87.59,24101.45,24101.45,100,1407415.056,1407415.056,0.159037901
"cpseudoungerianus",33,64,186.99,93.5,27462.32,16109.5,58.66037538,1711684.711,1004080.677,0.113461116
"cpseudoungerianus",34,72,228.28,114.14,40926.77,24883.78,60.8007424,3114384.422,1893568.849,0.21397328
"cpseudoungerianus",35,77,206.44,103.22,33470.29,26670.81,79.68502812,2303298.251,1835383.859,0.207398376
"cpseudoungerianus",36,64,181.33,90.91,25966.75,25966.75,100,1560909.096,1560909.096,0.176382728
"cpseudoungerianus",37,74,170.16,85.08,22741.89,6655.02,29.26326704,1289855.493,377453.8572,0.042652286
